tick,delta_ns
2641,203787787.98447445
2642,203709819.9668806
2643,200764848.5838317
2644,201722270.84156352
2645,203284032.117074
2646,202757196.05388948
2647,198980801.5259103
2648,205871885.90550986
2649,198263980.45533028
2650,201576073.77944532
2651,200691625.46291044
2652,199990007.6610282
2653,201328202.0147687
2654,202174857.6335461
2655,203293675.37900186
2656,203911814.78727427
2657,196957959.2537915
2658,203180675.3655284
2659,200474885.33074415
2660,200634829.2555663
2661,204108376.6543735
2662,202006253.85898197
2663,202282222.80600852
2664,202456278.01863885
2665,202278135.8238687
2666,203005032.2438091
2667,202215138.3258055
2668,200424009.10857055
2669,203940841.00003815
2670,202130211.8157891
2671,200902191.7666498
2672,200698703.82333046
2673,199595464.56757015
2674,204466600.9625717
2675,204952780.59924576
2676,205020593.46567753
2677,201647789.34414592
2678,204086015.32355568
2679,199001476.22848755
2680,201506441.24940526
2681,200771819.46701977
2682,198559031.03088018
2683,204352913.41045147
2684,202090541.9685757
2685,204416505.0718511
2686,204260205.07401186
2687,203937153.52071705
2688,203892055.39042452
2689,202699039.85194132
2690,198011972.93420386
2691,200311277.1914434
2692,202449780.9503431
2693,203768529.14982986
2694,201298896.476656
2695,201074541.2213862
2696,203280861.29543227
2697,199185231.58289793
2698,200731675.75312328
2699,203010407.27413338
2700,204449558.07675892
2701,201787574.42298922
2702,204525813.48816824
2703,199112599.72009036
2704,197487662.46821362
2705,202781647.42067242
2706,202636918.7427936
2707,198601863.7721857
2708,200329787.42208537
2709,199569240.02578124
2710,198969555.5436437
2711,204501646.15233704
2712,198106626.71358588
2713,203859322.60189143
2714,203444087.1776522
2715,201348540.57179677
2716,203743768.26201704
2717,199581779.47366977
2718,202833188.84195268
2719,200221401.75433725
2720,205319014.21475708
2721,204303242.7591557
2722,282599419.4468019
2723,198339888.60909104
2724,203495130.06965008
2725,200214535.09635556
2726,202094654.37847143
2727,200804910.74006686
2728,200996981.45197904
2729,201250319.36124632
2730,198505042.06434613
2731,200678630.5919501
2732,203131206.40770257
2733,202465851.65844005
2734,199629969.64993513
2735,198993331.79080802
2736,282055832.28669065
2737,202666773.13528535
2738,198557138.69865224
2739,204190845.58215863
2740,200694562.76341233
2741,200519910.56634253
2742,205046823.27590957
2743,200626215.21820405
2744,199428505.83841023
2745,199539634.43426237
2746,198979960.69261578
2747,206055019.93642926
2748,202489823.830812
2749,202422200.6641343
2750,200347947.36009648
2751,195586881.5203009
2752,206001638.14413863
2753,197933542.6208769
2754,272110806.49239856
2755,199924264.34908617
2756,203336941.58260563
2757,200751856.9860995
2758,200374924.15348047
2759,201304396.7586778
2760,204395472.38356805
2761,201459007.9800495
2762,200252835.77636555
2763,197540592.5912411
2764,197820189.4598816
2765,199277712.76257682
2766,200925854.07605767
2767,202327117.5916497
2768,199069857.45165586
2769,203313121.50389132
2770,204965076.60361063
2771,201924021.2115771
2772,203772378.9115762
2773,200518082.31675485
2774,196480297.94435024
2775,203862899.0452321
2776,200119859.88768435
2777,203994260.43546924
2778,199386867.44222313
2779,197439585.8673234
2780,201045080.96197382
2781,197774168.91831136
2782,202846913.16741326
2783,199622406.17708
2784,201339486.3445045
2785,204931872.54071444
2786,199904966.176675
2787,202938932.27322173
2788,203144989.61953023
2789,200111181.85011488
2790,203009104.4600538
2791,203426336.5902412
2792,200873471.24495053
2793,203255096.57997236
2794,203877814.47606057
2795,203135849.65224126
2796,203005063.84560248
2797,204407861.8576951
2798,200036473.80523682
2799,201255345.03085
2800,198622825.04056287
2801,200556727.2659906
2802,200732327.2745394
2803,202895750.34182724
2804,199983784.3076147
2805,201675059.44751176
2806,195673179.68200642
2807,205145493.61051416
2808,200588693.6681908
2809,198584733.2239995
2810,203431663.5191328
2811,202659935.45181128
2812,203346875.90168405
2813,204812852.73703519
2814,201921311.9424839
2815,201568263.47239274
2816,276177247.6000633
2817,199393454.62625578
2818,199586490.57597274
2819,203281967.45398867
2820,201622901.55600315
2821,200126736.29927108
2822,201585255.7564895
2823,203641724.281255
2824,200008652.1947619
2825,201792275.80684906
2826,203505975.47054106
2827,203766229.83168173
2828,196158595.59395015
2829,199007147.92502484
2830,203677443.0425306
2831,199570050.33527592
2832,201539408.48576015
2833,205500373.9412913
2834,203037453.33562618
2835,202575273.31408107
2836,201266666.0348488
2837,201778566.80366415
2838,202282291.47308
2839,204508420.47387695
2840,198542601.86503154
2841,201184948.70964974
2842,285071106.0585057
2843,202820098.74101043
2844,201129983.850426
2845,201115331.65691528
2846,204498805.6977311
2847,203218251.67385238
2848,202100399.47921932
2849,268019118.89299592
2850,206268770.53429312
2851,201614730.8065672
2852,201693159.28468594
2853,199962704.23109722
2854,202868809.66439795
2855,201694593.26883033
2856,199815502.45979756
2857,206393936.75436467
2858,201223827.7618695
2859,203912587.76551992
2860,199849565.63902068
2861,204170895.08270478
2862,202704596.6629774
2863,199393363.1533856
2864,199966848.6006694
2865,197293808.5323432
2866,199910733.20213053
2867,205350322.04630557
2868,197605813.9087728
2869,197493028.58870488
2870,200321111.93023652
2871,199552959.64784136
2872,201170030.5825326
2873,199610644.351825
2874,202579192.45156944
2875,201261917.0447413
2876,199021692.6134332
2877,201975528.59180003
2878,201730346.3507838
2879,201075196.87359056
2880,199069152.93278146
2881,202001298.10120857
2882,200127124.4138154
2883,198587896.51890397
2884,201583349.0198895
2885,200191744.74231532
2886,203119978.07632777
2887,201041220.82562774
2888,207867498.22201464
2889,206749762.18761334
2890,199694539.3988195
2891,199582090.59117296
2892,202609623.18594083
2893,201851064.01213878
2894,202662945.59847593
2895,197829422.849113
2896,202923867.3169577
2897,202564196.3168192
2898,202228371.96155497
2899,202325148.68581125
2900,199829003.61587366
2901,199734073.85227835
2902,200285749.45775962
2903,203654169.13119537
2904,198905761.23356688
2905,199699391.0410972
2906,200249594.5743104
2907,205170706.11814684
2908,199809189.64826545
2909,200353110.44484314
2910,199774343.88840887
2911,202208151.39777556
2912,200528174.74653926
2913,199766556.53770152
2914,202900729.69301894
2915,200877309.85388437
2916,199746277.19779804
2917,200991227.28639176
2918,202326165.83334333
2919,202357923.5617252
2920,201532059.52646863
2921,203413587.52201307
2922,200261128.8473743
2923,203275667.76205218
2924,198540416.06593147
2925,198257549.00265807
2926,200261997.1730974
2927,202506545.63302764
2928,201423792.56622484
2929,200682585.3327286
2930,198531060.08419108
2931,199324380.77630213
2932,203798691.51602373
2933,203479864.67362034
2934,199716880.0294561
2935,200700146.26121584
2936,200679264.29784983
2937,202907103.5171647
2938,201751245.4801505
2939,198573208.81083372
2940,198810240.88381314
2941,205354628.32698968
2942,202782452.1829921
2943,203922274.84556025
2944,202427780.1276338
2945,199616300.4228201
2946,202793910.74872008
2947,202573499.68984067
2948,204043492.1995503
2949,203999619.88434178
2950,199584765.73865235
2951,202332948.0253054
2952,204808938.5803572
2953,197843335.4207125
2954,203136707.4804104
2955,201881430.75846326
2956,200187967.7670989
2957,201096245.46612123
2958,202097064.41410744
2959,205930684.72341046
2960,201440622.60592833
2961,201158064.4795463
2962,201110670.01269686
2963,197680595.69197717
2964,202190728.9152195
2965,200157580.94257736
2966,203472729.05313495
2967,199053389.06872636
2968,199794021.48968416
2969,202258593.54661295
2970,201658466.84528005
2971,202031040.26910004
2972,202594600.1471111
2973,200572804.17730635
2974,201868678.38160548
2975,201250671.1075416
2976,200403572.17568362
2977,201138749.12489212
2978,204014284.437776
2979,198893738.47295296
2980,208639507.23967367
2981,204781498.79968458
2982,200352658.8609748
2983,201347084.31423572
2984,200363381.51451477
2985,202844053.9105763
2986,202200268.2355992
2987,204039346.31215164
2988,204556566.05715865
2989,203659092.37023762
2990,201473529.37962344
2991,201555216.50180244
2992,199275028.60204896
2993,199906902.38898516
2994,203920627.3681505
2995,202426340.0712571
2996,200244844.75470182
2997,203473580.1503185
2998,201866675.6183242
2999,203971480.62386388
